职位标题,职位链接
"中高级AI产品经理-F5914M
【
北京-通州区
】
25-45k·16薪
经验不限
学历不限",https://www.liepin.com/job/1979017417.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79017417%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=12&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=12
"AI业务负责人
【
北京-朝阳区
】
100-150k·14薪
5年以上
硕士",https://www.liepin.com/job/1974766431.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_74766431%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=13&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=13
"IT Specialist - AI Manufacturing & Ops Project Lead
【
上海-长宁区
】
薪资面议
5-10年
本科",https://www.liepin.com/job/1977187275.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77187275%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=14&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=14
"高性能计算工程师（AI引擎）(J10030)
【
北京-海淀区
】
急聘
30-60k·15薪
2年以上
统招本科",https://www.liepin.com/job/1979006099.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79006099%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=15&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=15
"AI技术架构高级经理
【
上海-徐汇区
】
薪资面议
5年以上
本科",https://www.liepin.com/job/1978076529.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78076529%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=16&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=16
"AI产品经理
【
北京-西城区
】
20-30k·14薪
3-5年
统招本科",https://www.liepin.com/job/1975868407.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_75868407%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=17&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=17
"AI大模型产品经理
【
上海-青浦区
】
30-50k
5年以上
本科",https://www.liepin.com/job/1972156211.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_72156211%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=18&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=18
"AI大模型应用开发工程师
【
长沙-开福区
】
急聘
11-18k
1年以上
硕士",https://www.liepin.com/job/1979230207.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79230207%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=19&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=19
"AI工程师
【
北京-大兴区
】
急聘
26-35k
1-3年
硕士",https://www.liepin.com/job/1979039593.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79039593%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=20&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=20
"AI战略咨询合伙人
【
上海-杨浦区
】
50-80k
10年以上
统招本科",https://www.liepin.com/job/1977992593.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77992593%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=21&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=21
"AI技术及应用（副）总监-医药(J24721)
【
上海-闵行区
】
40-55k·15薪
10年以上
本科",https://www.liepin.com/job/1979064989.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79064989%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=22&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=22
"边缘AI市场总监与生态合作专家
【
苏州-工业园区
】
23-40k·13薪
3-5年
本科",https://www.liepin.com/job/1979130009.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79130009%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=23&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=23
"Sr. AI Product Manager
【
上海-长宁区
】
80-100k
5-10年
本科",https://www.liepin.com/job/1978974087.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78974087%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=24&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=24
"Data Science and AI Expert
【
上海-闵行区
】
25-35k·15薪
5-10年
本科",https://www.liepin.com/job/1978534167.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78534167%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=25&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=25
"AI产品经理-北上广深均可
【
深圳-南山区
】
50-80k
3年以上
硕士",https://www.liepin.com/job/1973735575.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_73735575%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=26&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=26
"技术专家（AI方向）
【
广州-越秀区
】
50-80k
10年以上
硕士",https://www.liepin.com/job/1979003247.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79003247%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=27&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=27
"AI招聘产品经理
【
北京-朝阳区
】
35-65k
3年以上
本科",https://www.liepin.com/job/1978297477.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78297477%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=28&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=28
"Assistant Manager AI & Data Analytics Engineer
【
北京-朝阳区
】
薪资面议
3-5年
统招本科",https://www.liepin.com/job/1979181845.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79181845%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=29&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=29
"大湾区数字化创新实验室 AI产品经理 ID155843
【
深圳-南山区
】
薪资面议
8年以上
本科",https://www.liepin.com/job/1963850927.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_63850927%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=30&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=30
"AI解决方案工程师
【
上海-黄浦区
】
20-30k
3年以上
硕士",https://www.liepin.com/job/1979097019.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79097019%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=32&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=32
"AI 产品经理 (MJ017620)
【
北京-海淀区
】
30-40k·14薪
经验不限
学历不限",https://www.liepin.com/job/1979069479.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79069479%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=33&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=33
"战略分析（AI）
【
上海-闵行区
】
15-30k·14薪
2-5年
硕士",https://www.liepin.com/job/1978904885.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78904885%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=34&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=34
"助理产品经理（AI应用方向）
【
上海-静安区
】
18-25k
2年以下
本科",https://www.liepin.com/job/1978499089.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78499089%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=35&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=35
"AI创新及信息技术总监
【
上海
】
100-130k·13薪
10年以上
本科",https://www.liepin.com/a/71069207.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_71069207%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=36&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=36
"蚂蚁集团-金融AI-APP产品经理
【
深圳-南山区
】
30-60k·15薪
5-10年
统招本科",https://www.liepin.com/job/1978622923.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78622923%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=37&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=37
"IT, AI & Digitalization Leader – R&D
【
上海-静安区
】
薪资面议
经验不限
统招本科",https://www.liepin.com/job/1978411187.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78411187%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=38&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=38
"法律顾问（AI 合规） - 知名大厂外包岗
【
北京
】
25-40k·13薪
3-5年
硕士",https://www.liepin.com/a/70278925.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_70278925%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=39&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=39
"AI产品经理（工业智能方向）
【
上海-长宁区
】
25-45k·14薪
3-5年
统招本科",https://www.liepin.com/job/1979189627.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79189627%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=40&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=40
"AI数字化高级经理
【
杭州-余杭区
】
30-45k·14薪
2-5年
统招本科",https://www.liepin.com/job/1978813711.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78813711%3A1%3A474835e9-5951-471e-bbb6-129f7d24499f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=41&skId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&fkId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&ckId=oj3rfmnxst72eof9b2zm8fgzzbf9alq8&sfrom=search_job_pc&curPage=0&pageSize=40&index=41
"1688-HRBP-for AI
【
杭州-滨江区
】
40-70k·16薪
3年以上
统招本科",https://www.liepin.com/job/1976756351.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_76756351%3A1%3Ad811b74a-0196-4d7a-9017-60e5ae2e8c5c&d_sfrom=search_prime&d_ckId=null&d_curPage=1&d_pageSize=40&d_headId=null&d_posi=0&skId=jiopqwn9c68pb9shbgjjle3e2as5r76a&fkId=jiopqwn9c68pb9shbgjjle3e2as5r76a&ckId=jiopqwn9c68pb9shbgjjle3e2as5r76a&sfrom=search_job_pc&curPage=1&pageSize=40&index=0
"有点卷但薪资超高/AI 与数据产品经理
【
上海
】
60-90k·16薪
经验不限
统招本科",https://www.liepin.com/a/70110851.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_70110851%3A1%3Ad811b74a-0196-4d7a-9017-60e5ae2e8c5c&d_sfrom=search_prime&d_ckId=null&d_curPage=1&d_pageSize=40&d_headId=null&d_posi=1&skId=jiopqwn9c68pb9shbgjjle3e2as5r76a&fkId=jiopqwn9c68pb9shbgjjle3e2as5r76a&ckId=jiopqwn9c68pb9shbgjjle3e2as5r76a&sfrom=search_job_pc&curPage=1&pageSize=40&index=1
"AI智能硬件项目经理
【
深圳-南山区
】
20-30k
5-10年
本科",https://www.liepin.com/job/1979044525.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79044525%3A1%3Ad811b74a-0196-4d7a-9017-60e5ae2e8c5c&d_sfrom=search_prime&d_ckId=null&d_curPage=1&d_pageSize=40&d_headId=null&d_posi=2&skId=jiopqwn9c68pb9shbgjjle3e2as5r76a&fkId=jiopqwn9c68pb9shbgjjle3e2as5r76a&ckId=jiopqwn9c68pb9shbgjjle3e2as5r76a&sfrom=search_job_pc&curPage=1&pageSize=40&index=2
"AI产品经理（企业运营、研发提效方向）
【
南京-雨花台区
】
薪资面议
3年以上
统招本科",https://www.liepin.com/job/1978296203.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_78296203%3A1%3Ad811b74a-0196-4d7a-9017-60e5ae2e8c5c&d_sfrom=search_prime&d_ckId=null&d_curPage=1&d_pageSize=40&d_headId=null&d_posi=3&skId=jiopqwn9c68pb9shbgjjle3e2as5r76a&fkId=jiopqwn9c68pb9shbgjjle3e2as5r76a&ckId=jiopqwn9c68pb9shbgjjle3e2as5r76a&sfrom=search_job_pc&curPage=1&pageSize=40&index=3
"高级AI产品经理
【
上海-徐汇区
】
70-100k
5-10年
本科",https://www.liepin.com/job/1977651421.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_77651421%3A1%3Ad811b74a-0196-4d7a-9017-60e5ae2e8c5c&d_sfrom=search_prime&d_ckId=null&d_curPage=1&d_pageSize=40&d_headId=null&d_posi=4&skId=jiopqwn9c68pb9shbgjjle3e2as5r76a&fkId=jiopqwn9c68pb9shbgjjle3e2as5r76a&ckId=jiopqwn9c68pb9shbgjjle3e2as5r76a&sfrom=search_job_pc&curPage=1&pageSize=40&index=4
